,Model Name,Price,Discount,Avg Rating,Rating Count,Review Count,Memory Details,Screen Dimention,Lens Detail,Battery Capacity,Processor,Warranty
825,"Apple iPhone 7 (Gold, 256 GB)",57999.0,,4.5,"77,624 Ratings "," 8,112 Reviews",256 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
826,"Apple iPhone 7 (Rose Gold, 32 GB)",27999.0,6% off,4.5,"77,624 Ratings "," 8,112 Reviews",32 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
827,"Panasonic Eluga Arc 2 (Gold, 32 GB)",10990.0,,3.8,364 Ratings , 77 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2450 mAh Battery,0,1 Year Manufacturer Warranty
828,"OPPO A37f (Gold, 16 GB)",12000.0,,4.2,"11,158 Ratings "," 1,967 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2630 mAh Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,1 Year Manufacturer Warranty
829,"Gionee F103 Pro (White, 16 GB)",13044.0,,3.9,"2,753 Ratings ", 618 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Polymer Battery,MT6735 Processor,Brand Warranty of 1 Year
830,"Gionee F103 Pro (Grey, 16 GB)",10999.0,,3.9,"2,753 Ratings ", 618 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Polymer Battery,MT6735 Processor,Brand Warranty of 1 Year
831,"Gionee F103 Pro (Gold, 16 GB)",10000.0,,3.9,"2,753 Ratings ", 618 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Polymer Battery,Mediatek MT6735 Quad Core 1.3GHz Processor,Brand Warranty of 1 Year
832,"Huawei P9 (Titanium Grey, 32 GB)",39999.0,,4.5,842 Ratings , 269 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Battery,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
833,"Huawei P9 (Prestige Gold, 32 GB)",39999.0,,4.5,842 Ratings , 269 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Battery,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Octa Core 2.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
834,"Huawei P9 (Mystic Silver, 32 GB)",39999.0,,4.5,842 Ratings , 269 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Battery,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
835,"HTC 10 (Topaz Gold, 32 GB)",56690.0,,4.2,144 Ratings , 47 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 820 64-bit Quad Core 2.2GHz Processor,Brand Warranty of 1 Year
836,"Micromax Canvas Knight 2 (Black & Champagne, 16 GB)",10000.0,,3.7,"2,711 Ratings ", 521 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2280 mAh Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,1 Year Manufacturer Warranty
837,"Lenovo Vibe K5 Note (Silver, 32 GB)",12999.0,,4.1,"2,69,166 Ratings "," 52,840 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
838,"Lava X81 4G with VoLTE (Space Grey, 16 GB)",10499.0,,3.9,"1,066 Ratings ", 216 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2700 mAh Li-Ion Battery,Mediatek MT6735 64-bit Processor,Brand Warranty of 1 Year
839,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)",26999.0,,4.1,213 Ratings , 26 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,5020 mAh Li-Ion Polymer Battery,Mediatek MT6753 Octa Core 1.3GHz Processor,Brand Warranty of 1 Year
840,"Virat FanBox Moto G Turbo Virat Kohli (Black, 16 GB)",16999.0,,4.2,985 Ratings , 233 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2470 mAh Li-Ion Battery,Qualcomm Snapdragon Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
841,"Samsung Galaxy J7 - 6 (New 2016 Edition) (Black, 16 GB)",13800.0,8% off,4.3,"76,540 Ratings "," 11,739 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
842,"OPPO F1 Plus (Gold, 64 GB)",27500.0,,4.0,"1,281 Ratings ", 403 Reviews,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP Front Camera,2850 mAh Li-Polymer Battery,Cortex-A53 (Mediatek MT6755 Helio P10) Processor,1 Year Manufacturer Warranty
843,"Samsung Galaxy J7 - 6 (New 2016 Edition) (White, 16 GB)",15299.0,1% off,4.3,"76,540 Ratings "," 11,739 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
844,"LYF Earth 1 (White, 32 GB)",12999.0,49% off,3.7,"1,939 Ratings ", 626 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3500 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,1 Year for Mobile & 6 Months for Accessories
845,"Samsung Galaxy S7 (Gold Platinum, 32 GB)",24999.0,47% off,4.4,"31,626 Ratings "," 5,793 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,12.95 cm (5.1 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Exynos 8890 Octa Core 2.3GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
846,"Samsung Galaxy S7 (Black Onyx, 32 GB)",24999.0,47% off,4.4,"31,626 Ratings "," 5,793 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,12.95 cm (5.1 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Exynos 8890 Octa Core 2.3GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
847,"Samsung Galaxy S7 Edge (Gold Platinum, 32 GB)",32999.0,30% off,4.4,"3,772 Ratings ", 573 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.97 cm (5.5 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3600 mAh Li-Ion Battery,Exynos 8890 Octa Core 2.3GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
848,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)",51900.0,,4.4,"3,772 Ratings ", 573 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.97 cm (5.5 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3600 mAh Li-Ion Battery,Exynos 8890 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
849,"Samsung Galaxy S7 Edge (Black Onyx, 32 GB)",30999.0,43% off,4.4,"3,772 Ratings ", 573 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.97 cm (5.5 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3600 mAh Li-Ion Battery,Exynos 8890 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
850,"Lenovo A7000 Turbo (Black, 16 GB)",12586.0,,3.8,883 Ratings , 140 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Cortex-A53 (MediaTek MT6752 64-bit) Processor,1 Year Manufacturer Warranty
851,"Moto X Play(With Turbo Charger) (White, 16 GB)",17499.0,,4.2,"60,839 Ratings "," 9,519 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,21MP Rear Camera | 5MP Front Camera,3630 mAh Li-Ion Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year
852,"Gionee Marathon M5 Lite (Gold, 32 GB)",12999.0,,3.8,"1,450 Ratings ", 274 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Quad Core 1.3GHz Processor,1 Year Manufacturer Warranty
853,"Nexus 6P Special Edition (Gold, 64 GB)",42998.0,,4.3,"1,186 Ratings ", 257 Reviews,3 GB RAM | 64 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,12.3MP Rear Camera | 8MP Front Camera,3450 mAh Li-Polymer Battery,Qualcomm Snapdragon 810 v2.1 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
854,"HTC Desire 828 Dual Sim (Dark Grey, 16 GB)",15490.0,,3.9,"1,489 Ratings ", 250 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera,2800 mAh Li-Ion Battery,Mediatek MT6753T Octa Core 1.5GHz Processor,1 Year Manufacturer Warranty
855,"OPPO Neo 7 4G (Black, 16 GB)",10000.0,,3.8,"2,081 Ratings ", 468 Reviews,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2420 mAh Battery,MediaTek MT6582 Processor,1 Year Manufacturer Warranty
856,"Samsung Galaxy Note 5 (black sapphire, 32 GB)",23999.0,46% off,3.9,378 Ratings , 111 Reviews,4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Battery,cortex A-53 Processor,1 Year Manufacturer Warranty
857,"Lenovo VIBE P1 (Grey, 32 GB)",15999.0,,4.1,"16,908 Ratings "," 3,280 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4900 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
858,"Apple iPhone 6s Plus (Space Grey, 16 GB)",39975.0,,4.4,"18,488 Ratings "," 2,405 Reviews",16 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
859,"ZOPO ZP951 Speed 7 16GB - Black (Black, 16 GB)",15300.0,,3.9,27 Ratings , 9 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Full HD Display,13.2MP Rear Camera | 5MP Front Camera,2500 mAh Battery,MTK MT6753   1.3GHz 28nm HPM Octa Core 64bit process Processor,1 Year Manufacturer Warranty
860,"ZOPO ZP951 Speed 7 (White, 16 GB)",15000.0,,3.7,22 Ratings , 14 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Full HD Display,13.2MP Rear Camera | 5MP Front Camera,2500 mAh Battery,MTK MT6753   1.3GHz 28nm HPM Octa Core 64bit process Processor,1 Year Manufacturer Warranty
861,"Gionee F103 (Black, 16 GB)",10499.0,,4.0,415 Ratings , 95 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2400 mAh Battery,MT6735 Processor,1 Year Manufacturer Warranty
862,"Panasonic Eluga Switch (Gun Metal Grey, 32 GB)",14990.0,28% off,3.4,263 Ratings , 55 Reviews,2 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,2910 mAh Battery,0,1 Year Manufacturer Warranty
863,"Mi 4i (Yellow, 16 GB)",12999.0,,4.2,"78,175 Ratings "," 8,946 Reviews",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3030 mAh Li-ion Polymer Battery,2nd-gen Snapdragon 615 64-bit octa-core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
864,"Samsung Galaxy J7 (Black, 16 GB)",15708.0,,4.3,"38,774 Ratings "," 4,258 Reviews",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
865,"Moto G (3rd Generation) (White, 16 GB)",10999.0,,4.3,"1,98,600 Ratings "," 20,535 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2470 mAh Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year
866,"Asus Zenfone 2 Laser ZE500KL (Black, 16 GB)",12399.0,,4.1,"3,873 Ratings ", 393 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
867,"Asus Zenfone Selfie (Silver, 16 GB)",14999.0,,3.9,"6,502 Ratings ", 895 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
868,"XOLO BLACK (Black, 16 GB)",11936.0,,3.1,"1,530 Ratings ", 368 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3200 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 MSM8939 64-bit Cortex-A53 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
869,"Asus Zenfone 2 Laser ZE500KL (Black, 8 GB)",11549.0,,4.1,"3,873 Ratings ", 393 Reviews,2 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
870,"Sony Xperia Z3+ (White, 32 GB)",55990.0,,3.8,584 Ratings , 131 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,20.7MP Rear Camera | 5MP Front Camera,2930 mAh Battery,Qualcomm Snapdragon 810 MSM8994 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
871,"Micromax Canvas Xl2 (Black, 4 GB)",10999.0,8% off,4.3,3 Ratings , 1 Reviews,1 GB RAM | 4 GB ROM | Expandable Upto 8 GB,13.97 cm (5.5 inch) HVGA Display,5MP Rear Camera | 0.3MP Front Camera,2500 mAh Battery,Quad Core Processor,1 Year Manufacturer Warranty
872,"Asus Zenfone 2 ZE551ML (Silver, 64 GB)",22999.0,,3.9,"12,248 Ratings "," 2,662 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Intel Atom Z3580 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
873,"HTC Desire 826 (Blue Lagoon, 16 GB)",27990.0,,3.7,"2,731 Ratings ", 457 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,2600 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.7GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
874,"Asus Zenfone 2 ZE551ML (Silver, 32 GB)",19999.0,,3.9,"12,248 Ratings "," 2,662 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Intel Atom Z3580 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
875,"Honor 6 Plus (Black, 32 GB)",26499.0,,3.9,729 Ratings , 171 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,8MP + 8MP | 8MP Front Camera,3600 mAh Battery,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
876,"Samsung Galaxy S6 Edge (Black Sapphire, 32 GB)",24999.0,56% off,4.0,"1,191 Ratings ", 268 Reviews,3 GB RAM | 32 GB ROM |,12.95 cm (5.1 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,2600 mAh Battery,0 0 Octa Core 2.1GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
877,"Samsung Galaxy S6 Edge (White Pearl, 32 GB)",44900.0,,4.0,"1,191 Ratings ", 268 Reviews,3 GB RAM | 32 GB ROM |,12.95 cm (5.1 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,2600 mAh Battery,0 0 Octa Core 2.1GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
878,"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)",10899.0,,4.0,744 Ratings , 67 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.73 cm (5.01 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,2100 mAh Li-Ion Battery,0,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
879,"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)",11499.0,,4.0,744 Ratings , 67 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.73 cm (5.01 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,2100 mAh Li-Ion Battery,Cortex-A7 Processor,1 Year for Mobile & 6 Months Accessories Warranty
880,"Lenovo S90 Or Sisley S90 (Grey, 32 GB)",12999.0,,3.6,92 Ratings , 18 Reviews,2 GB RAM | 32 GB ROM |,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2300 mAh Li-Ion Battery,"1.2 GHz + Qualcomm Snapdragon 410 MSM8916 Cortex-A53, Quad Core Processor",1 Year Manufacturer Warranty
881,"Moto Turbo (Black, 64 GB)",31999.0,,4.2,"3,871 Ratings "," 1,113 Reviews",3 GB RAM | 64 GB ROM |,13.21 cm (5.2 inch) Quad HD Display,21MP Rear Camera | 2MP Front Camera,3900 mAh Battery,Qualcomm Snapdragon 805 QSC 8084 Processor,Brand Warranty of 1 Year
882,"Samsung Galaxy E5 (Black, 16 GB)",14999.0,15% off,4.2,981 Ratings , 146 Reviews,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,0,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
883,"HTC Desire 816G (Octa Core) (Blue, 16 GB)",21990.0,,3.9,889 Ratings , 100 Reviews,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Polymer Battery,0,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
884,"Nokia Lumia 930 (Black, 32 GB)",17999.0,54% off,4.2,241 Ratings , 62 Reviews,2 GB RAM | 32 GB ROM |,12.7 cm (5 inch) Full HD Display,20MP Rear Camera,2420 mAh Battery,Qualcomm Snapdragon 800 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
885,"Moto X (2nd Generation) (Black, 32 GB)",24999.0,,4.2,"6,073 Ratings "," 1,197 Reviews",2 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,2300 mAh Li-Ion Battery,Qualcomm Snapdragon 801 MSM8974-AC Processor,1 Year Manufacturer Warranty
886,"Lenovo X2-AP (Gold, 32 GB)",17499.0,,3.7,"3,541 Ratings ", 908 Reviews,2 GB RAM | 32 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2300 mAh Li-Polymer Battery,MediaTek 6595M Processor,1 Year Manufacturer Warranty
887,"Asus Padfone Mini (White, 8 GB)",12999.0,,3.5,50 Ratings , 13 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,8MP Rear Camera | 2MP Front Camera,1200 mAh Lithium Battery,Intel Atom Z2560 Processor,1 Year for Mobile & 6 Months for Accessories
888,"Moto X (2nd Generation) (Black Leather, 16 GB)",23999.0,,4.2,"6,073 Ratings "," 1,197 Reviews",2 GB RAM | 16 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,2300 mAh Li-Ion Battery,Qualcomm Snapdragon 801 MSM8974-AC Processor,1 Year Manufacturer Warranty
889,"Samsung Galaxy Alpha (Charcoal Black, 32 GB)",39000.0,9% off,3.6,364 Ratings , 99 Reviews,2 GB RAM | 32 GB ROM |,11.94 cm (4.7 inch) HD Display,12MP Rear Camera | 2.1MP Front Camera,1860 mAh Battery,0,1 Year for Mobile & 6 Months for Accessories
890,"Samsung Grand Prime (White, 8 GB)",14599.0,,4.0,"2,121 Ratings ", 297 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,0,1 Year for Mobile & 6 Months for Accessories
891,"Samsung Galaxy Grand 2 (Gold, 8 GB)",15999.0,4% off,4.1,"4,529 Ratings ", 667 Reviews,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,13.34 cm (5.25 inch) HD Display,8MP Rear Camera | 1.9MP Front Camera,2600 mAh Li-Ion Battery,Qualcomm Snapdragon Processor,1 Year for Mobile & 6 Months for Accessories
892,"Micromax Canvas 2 Colors A120 (White, 2.5 GB)",11999.0,,3.9,"4,812 Ratings ", 748 Reviews,1 GB RAM | 2.5 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Battery,MT6582 Processor,1 Year for Mobile & 6 Months for Accessories
893,"Micromax Canvas L A108 (White, 8 GB)",11999.0,,3.8,188 Ratings , 33 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) quarter HD Display,8MP Rear Camera | 2MP Front Camera,2350 mAh Battery,MT6582M Processor,1 Year Manufacturer Warranty
894,"Moto G (2nd Generation) (Black, 16 GB)",11700.0,,4.2,"1,57,239 Ratings "," 17,439 Reviews",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2070 mAh Battery,Qualcomm Snapdragon 400 Processor,1 Year Manufacturer Warranty
